disease,disease_num,system,system_num,medcodeid,descr,istest
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,300876010,[X]Other forms of acute ischaemic heart disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,394541000006112,[X]Ischaemic heart diseases,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299835014,Ischaemic heart disease NOS,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299834013,Other specified ischaemic heart disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,459859010,Asymptomatic coronary heart disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299805019,Other chronic ischaemic heart disease NOS,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299804015,Other specified chronic ischaemic heart disease NOS,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,2534674015,Chronic myocardial ischaemia,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299800012,Other specified chronic ischaemic heart disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,350354017,Silent myocardial ischaemia,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299796018,Ischaemic cardiomyopathy,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,2536395017,Coronary artery disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,595731000006114,Coronary atherosclerosis,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299776014,Other chronic ischaemic heart disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,459488019,Transient myocardial ischaemia,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,494438016,Subendocardial ischaemia,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,2619484018,MI - myocardial infarction aborted,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,3371411000006113,CHD - Coronary heart disease,no
Coronary Heart Disease (not otherwise specified),39,Diseases of the Circulatory System,2,299750014,Other acute and subacute ischaemic heart disease NOS,no
Crohn's disease,40,Diseases of the Digestive System,3,179571000006119,Regional enteritis of the small bowel,no
Crohn's disease,40,Diseases of the Digestive System,3,309744019,Arthropathy in Crohn's disease,no
Crohn's disease,40,Diseases of the Digestive System,3,303761010,[X]Other Crohn's disease,no
Crohn's disease,40,Diseases of the Digestive System,3,1222351011,Crohn's disease NOS,no
Crohn's disease,40,Diseases of the Digestive System,3,302947018,Regional enteritis NOS,no
Crohn's disease,40,Diseases of the Digestive System,3,302946010,Regional ileocolitis,no
Crohn's disease,40,Diseases of the Digestive System,3,601031000006119,Crohn's colitis,no
Crohn's disease,40,Diseases of the Digestive System,3,396357012,Crohn's disease of the large bowel NOS,no
Crohn's disease,40,Diseases of the Digestive System,3,2532950019,Exacerbation of Crohn's disease of large intestine,no
Crohn's disease,40,Diseases of the Digestive System,3,488238014,Regional enteritis of the rectum,no
Crohn's disease,40,Diseases of the Digestive System,3,179521000006115,Regional enteritis of the colon,no
Crohn's disease,40,Diseases of the Digestive System,3,1495442018,Regional enteritis of the large bowel,no
Crohn's disease,40,Diseases of the Digestive System,3,302941017,Crohn's disease of the small bowel NOS,no
Crohn's disease,40,Diseases of the Digestive System,3,886291000006112,Regional enteritis - Crohn,no
Crohn's disease,40,Diseases of the Digestive System,3,906051000006118,[RFC] Crohns disease,no
Crohn's disease,40,Diseases of the Digestive System,3,3047381000006117,granulomatous enteritis,no
Crohn's disease,40,Diseases of the Digestive System,3,302322010,Orofacial Crohn's disease,no
Crohn's disease,40,Diseases of the Digestive System,3,179501000006113,Regional enteritis - Crohn's disease,no
Crohn's disease,40,Diseases of the Digestive System,3,56765016,Crohn's disease,no
Crohn's disease,40,Diseases of the Digestive System,3,56770011,Granulomatous enteritis,no
Crohn's disease,40,Diseases of the Digestive System,3,2532958014,Exacerbation of Crohn's disease of small intestine,no
Crohn's disease,40,Diseases of the Digestive System,3,497569010,Regional enteritis of the duodenum,no
Crohn's disease,40,Diseases of the Digestive System,3,302937016,Regional enteritis of the jejunum,no
Crohn's disease,40,Diseases of the Digestive System,3,601091000006115,Crohn's disease of the terminal ileum,no
Crohn's disease,40,Diseases of the Digestive System,3,309833017,Juvenile arthritis in Crohn's disease,no
Crohn's disease,40,Diseases of the Digestive System,3,302939018,Crohn's disease of the ileum unspecified,no
Crohn's disease,40,Diseases of the Digestive System,3,302940016,Crohn's disease of the ileum NOS,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1174311000000111,Arthropathy in cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1174361000000113,Cystic fibrosis with distal intestinal obstruction syndrome,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,293539016,Cystic fibrosis NOS,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,451084014,Cystic fibrosis with other manifestations,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,2222561000000111,Exacerbation of cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1736361000000112,Cystic fibrosis related cirrhosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1709161000006116,arthropathy in cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1708971000006117,cystic fibrosis annual review,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1708961000006112,cystic fibrosis monitoring,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1709341000006117,liver disease due to cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1148201000000111,Cystic fibrosis monitoring,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,293530017,Fibrocystic disease,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,494831000000119,Cystic fibrosis related diabetes mellitus,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,293528019,Cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,2675247013,Liver disease due to cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,293532013,Mucoviscidosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1495466012,Cystic fibrosis with no meconium ileus,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,142759013,Cystic fibrosis with meconium ileus,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1495490013,Meconium ileus in cystic fibrosis,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,606441000006110,Cystic fibrosis with pulmonary manifestations,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,293537019,Cystic fibrosis with intestinal manifestations,no
Cystic Fibrosis,41,Diseases of the Endocrine System,5,1148241000000114,Cystic fibrosis annual review,no
Dementia,42,Mental Health Disorders,11,359101000006114,[X] Primary degenerative dementia NOS,no
Dementia,42,Mental Health Disorders,11,359141000006111,[X] Senile dementia NOS,no
Dementia,42,Mental Health Disorders,11,359161000006110,[X] Senile psychosis NOS,no
Dementia,42,Mental Health Disorders,11,499946014,Alzheimer's disease with early onset,no
Dementia,42,Mental Health Disorders,11,295714013,[X]Delirium superimposed on dementia,no
Dementia,42,Mental Health Disorders,11,45046017,Alzheimer's disease,no
Dementia,42,Mental Health Disorders,11,359091000006115,[X] Presenile psychosis NOS,no
Dementia,42,Mental Health Disorders,11,359151000006113,"[X] Senile dementia, depressed or paranoid type",no
Dementia,42,Mental Health Disorders,11,359081000006118,[X] Presenile dementia NOS,no
Dementia,42,Mental Health Disorders,11,423221000006117,[X]Predominantly cortical dementia,no
Dementia,42,Mental Health Disorders,11,295680015,[X]Other vascular dementia,no
Dementia,42,Mental Health Disorders,11,398571000006112,[X]Mixed cortical and subcortical vascular dementia,no
Dementia,42,Mental Health Disorders,11,428201000006119,[X]Subcortical vascular dementia,no
Dementia,42,Mental Health Disorders,11,399031000006111,[X]Multi-infarct dementia,no
Dementia,42,Mental Health Disorders,11,431691000006119,[X]Vascular dementia of acute onset,no
Dementia,42,Mental Health Disorders,11,363791000006112,[X]Arteriosclerotic dementia,no
Dementia,42,Mental Health Disorders,11,431681000006117,[X]Vascular dementia,no
Dementia,42,Mental Health Disorders,11,363021000006113,[X]Alzheimer's dementia unspec,no
Dementia,42,Mental Health Disorders,11,295681016,"[X]Vascular dementia, unspecified",no
Dementia,42,Mental Health Disorders,11,295672010,"[X]Dementia in Alzheimer's disease, unspecified",no
Dementia,42,Mental Health Disorders,11,408461000000115,Dementia monitoring third letter,no
Dementia,42,Mental Health Disorders,11,500317011,Alzheimer's disease with late onset,no
Dementia,42,Mental Health Disorders,11,294637017,Uncomplicated presenile dementia,no
Dementia,42,Mental Health Disorders,11,21256010,Presenile dementia,no
Dementia,42,Mental Health Disorders,11,294635013,Uncomplicated senile dementia,no
Dementia,42,Mental Health Disorders,11,148381000006115,Senile/presenile dementia,no
Dementia,42,Mental Health Disorders,11,26545010,Senile dementia,no
Dementia,42,Mental Health Disorders,11,401757012,Senile and presenile organic psychotic conditions,no
Dementia,42,Mental Health Disorders,11,294321000000111,Excepted from dementia quality indicators: Informed dissent,no
Dementia,42,Mental Health Disorders,11,295671015,"[X]Dementia in Alzheimer's dis, atypical or mixed type",no
Dementia,42,Mental Health Disorders,11,999961000006114,Excepted from dementia quality indicators: Patient unsuitabl,no
Dementia,42,Mental Health Disorders,11,294111000000119,Exception reporting: dementia quality indicators,no
Dementia,42,Mental Health Disorders,11,408501000000115,Dementia monitoring telephone invite,no
Dementia,42,Mental Health Disorders,11,1856611000006114,Dementia monitoring in secondary care,no
Dementia,42,Mental Health Disorders,11,915111000006112,Dementia review,no
Dementia,42,Mental Health Disorders,11,914941000006112,[D] Dementia,no
Dementia,42,Mental Health Disorders,11,914951000006114,[D] Dementia in Alzheimer's disease,no
Dementia,42,Mental Health Disorders,11,914931000006119,[D] Dementia with Lewy bodies,no
Dementia,42,Mental Health Disorders,11,914921000006117,[D] Vascular dementia,no
Dementia,42,Mental Health Disorders,11,1834091000006117,dementia care plan,no
Dementia,42,Mental Health Disorders,11,3414261000006114,multi infarct dementia,no
Dementia,42,Mental Health Disorders,11,407461000000119,Dementia monitoring,no
Dementia,42,Mental Health Disorders,11,408401000000119,Dementia annual review,no
Dementia,42,Mental Health Disorders,11,2248021000000110,Dementia care plan,no
Dementia,42,Mental Health Disorders,11,406841000000115,Dementia monitoring administration,no
Dementia,42,Mental Health Disorders,11,408361000000111,Dementia monitoring first letter,no
Dementia,42,Mental Health Disorders,11,408421000000111,Dementia monitoring second letter,no
Dementia,42,Mental Health Disorders,11,294638010,Presenile dementia with delirium,no
Dementia,42,Mental Health Disorders,11,408481000000112,Dementia monitoring verbal invite,no
Dementia,42,Mental Health Disorders,11,294641018,Presenile dementia with paranoia,no
Dementia,42,Mental Health Disorders,11,294643015,Presenile dementia NOS,no
Dementia,42,Mental Health Disorders,11,423381000006111,"[X]Primary degen dementia of Alzheimer's type, senile onset",no
Dementia,42,Mental Health Disorders,11,425901000006116,"[X]Senile dementia,Alzheimer's type",no
Dementia,42,Mental Health Disorders,11,363031000006111,[X]Alzheimer's disease type 1,no
Dementia,42,Mental Health Disorders,11,376541000006112,[X]Dementia in Alzheimer's disease with late onset,no
Dementia,42,Mental Health Disorders,11,363041000006118,[X]Alzheimer's disease type 2,no
Dementia,42,Mental Health Disorders,11,423391000006114,"[X]Primary degen dementia, Alzheimer's type, presenile onset",no
Dementia,42,Mental Health Disorders,11,423351000006115,"[X]Presenile dementia,Alzheimer's type",no
Dementia,42,Mental Health Disorders,11,376531000006119,[X]Dementia in Alzheimer's disease with early onset,no
Dementia,42,Mental Health Disorders,11,295668011,[X]Dementia in Alzheimer's disease,no
Dementia,42,Mental Health Disorders,11,294718018,Dementia in conditions EC,no
Dementia,42,Mental Health Disorders,11,294660013,Senile or presenile psychoses NOS,no
Dementia,42,Mental Health Disorders,11,346897015,Presbyophrenic psychosis,no
Dementia,42,Mental Health Disorders,11,401759010,Other senile and presenile organic psychoses,no
Dementia,42,Mental Health Disorders,11,294656010,Arteriosclerotic dementia NOS,no
Dementia,42,Mental Health Disorders,11,294655014,Arteriosclerotic dementia with depression,no
Dementia,42,Mental Health Disorders,11,294654013,Arteriosclerotic dementia with paranoia,no
Dementia,42,Mental Health Disorders,11,294653019,Arteriosclerotic dementia with delirium,no
Dementia,42,Mental Health Disorders,11,294652012,Uncomplicated arteriosclerotic dementia,no
Dementia,42,Mental Health Disorders,11,696161000006115,Multi infarct dementia,no
Dementia,42,Mental Health Disorders,11,497559016,Arteriosclerotic dementia,no
Dementia,42,Mental Health Disorders,11,294648012,Senile dementia with delirium,no
Dementia,42,Mental Health Disorders,11,294647019,Senile dementia with depressive or paranoid features NOS,no
Dementia,42,Mental Health Disorders,11,294646011,Senile dementia with depression,no
Dementia,42,Mental Health Disorders,11,294645010,Senile dementia with paranoia,no
Dementia,42,Mental Health Disorders,11,294644014,Senile dementia with depressive or paranoid features,no
Dementia,42,Mental Health Disorders,11,294642013,Presenile dementia with depression,no
Dementia,42,Mental Health Disorders,11,299325013,[X]Other Alzheimer's disease,no
Dementia,42,Mental Health Disorders,11,359241000006119,[X] Unspecified dementia,no
Dementia,42,Mental Health Disorders,11,882171000006115,Dementia,no
Dementia,42,Mental Health Disorders,11,1856601000006111,Dementia monitoring in primary care,no
Depression,43,Mental Health Disorders,11,376711000006118,[X]Depressive disorder NOS,no
Depression,43,Mental Health Disorders,11,376691000006116,[X]Depression NOS,no
Depression,43,Mental Health Disorders,11,401872015,"[X]Depressive episode, unspecified",no
Depression,43,Mental Health Disorders,11,426931000006117,[X]Single episode of masked depression NOS,no
Depression,43,Mental Health Disorders,11,366561000006119,[X]Atypical depression,no
Depression,43,Mental Health Disorders,11,401871010,[X]Other depressive episodes,no
Depression,43,Mental Health Disorders,11,1755911000006110,"[X]Recurr major depr ep, severe with psych, psych in remiss",no
Depression,43,Mental Health Disorders,11,1755901000006112,"[X]Single major depr ep, severe with psych, psych in remiss",no
Depression,43,Mental Health Disorders,11,1715781000006110,"[X]Major depression, severe without psychotic symptoms",no
Depression,43,Mental Health Disorders,11,1715181000006114,"[X]Major depression, moderately severe",no
Depression,43,Mental Health Disorders,11,1715771000006112,"[X]Major depression, mild",no
Depression,43,Mental Health Disorders,11,213641000000111,[X]Mild depression,no
Depression,43,Mental Health Disorders,11,426981000006116,[X]Single episode of reactive depressive psychosis,no
Depression,43,Mental Health Disorders,11,426961000006114,[X]Single episode of psychotic depression,no
Depression,43,Mental Health Disorders,11,426951000006112,[X]Single episode of psychogenic depressive psychosis,no
Depression,43,Mental Health Disorders,11,426921000006115,[X]Single episode of major depression and psychotic symptoms,no
Depression,43,Mental Health Disorders,11,401869010,[X]Severe depressive episode with psychotic symptoms,no
Depression,43,Mental Health Disorders,11,426991000006118,[X]Single episode vital depression w'out psychotic symptoms,no
Depression,43,Mental Health Disorders,11,223741000000112,[X]Single episode major depression w'out psychotic symptoms,no
Depression,43,Mental Health Disorders,11,426891000006114,[X]Single episode agitated depressn w'out psychotic symptoms,no
Depression,43,Mental Health Disorders,11,401866015,[X]Severe depressive episode without psychotic symptoms,no
Depression,43,Mental Health Disorders,11,296138013,[X]Moderate depressive episode,no
Depression,43,Mental Health Disorders,11,296137015,[X]Mild depressive episode,no
Depression,43,Mental Health Disorders,11,426971000006119,[X]Single episode of reactive depression,no
Depression,43,Mental Health Disorders,11,426941000006110,[X]Single episode of psychogenic depression,no
Depression,43,Mental Health Disorders,11,426911000006111,[X]Single episode of depressive reaction,no
Depression,43,Mental Health Disorders,11,376721000006114,[X]Depressive episode,no
Depression,43,Mental Health Disorders,11,423611000006111,[X]Prolonged single episode of reactive depression,no
Depression,43,Mental Health Disorders,11,359121000006116,[X] Reactive depression NOS,no
Depression,43,Mental Health Disorders,11,401873013,[X]Recurrent depressive disorder,no
Depression,43,Mental Health Disorders,11,424631000006119,[X]Recurrent episodes of depressive reaction,no
Depression,43,Mental Health Disorders,11,398351000006110,[X]Mild anxiety depression,no
Depression,43,Mental Health Disorders,11,398561000006117,[X]Mixed anxiety and depressive disorder,no
Depression,43,Mental Health Disorders,11,419841000006116,[X]Persistant anxiety depression,no
Depression,43,Mental Health Disorders,11,399961000006118,[X]Neurotic depression,no
Depression,43,Mental Health Disorders,11,376751000006117,[X]Depressive personality disorder,no
Depression,43,Mental Health Disorders,11,376741000006119,[X]Depressive neurosis,no
Depression,43,Mental Health Disorders,11,379431000006113,[X]Dysthymia,no
Depression,43,Mental Health Disorders,11,398841000006119,[X]Monopolar depression NOS,no
Depression,43,Mental Health Disorders,11,401876017,"[X]Recurrent depressive disorder, unspecified",no
Depression,43,Mental Health Disorders,11,296199015,[X]Other recurrent depressive disorders,no
Depression,43,Mental Health Disorders,11,296198011,"[X]Recurrent depressive disorder, currently in remission",no
Depression,43,Mental Health Disorders,11,424681000006118,[X]Recurrent severe episodes/reactive depressive psychosis,no
Depression,43,Mental Health Disorders,11,424671000006116,[X]Recurrent severe episodes of psychotic depression,no
Depression,43,Mental Health Disorders,11,424551000006113,[X]Recurr severe episodes/psychogenic depressive psychosis,no
Depression,43,Mental Health Disorders,11,424541000006111,[X]Recurr severe episodes/major depression+psychotic symptom,no
Depression,43,Mental Health Disorders,11,396781000006119,"[X]Manic-depress psychosis,depressed type+psychotic symptoms",no
Depression,43,Mental Health Disorders,11,379771000006116,[X]Endogenous depression with psychotic symptoms,no
Depression,43,Mental Health Disorders,11,424571000006115,[X]Recurrent depress disorder cur epi severe with psyc symp,no
Depression,43,Mental Health Disorders,11,432511000006119,"[X]Vital depression, recurrent without psychotic symptoms",no
Depression,43,Mental Health Disorders,11,396771000006117,"[X]Manic-depress psychosis,depressd,no psychotic symptoms",no
Depression,43,Mental Health Disorders,11,396081000006116,"[X]Major depression, recurrent without psychotic symptoms",no
Depression,43,Mental Health Disorders,11,379781000006118,[X]Endogenous depression without psychotic symptoms,no
Depression,43,Mental Health Disorders,11,424531000006118,[X]Recurr depress disorder cur epi severe without psyc sympt,no
Depression,43,Mental Health Disorders,11,296181011,"[X]Recurrent depressive disorder, current episode moderate",no
Depression,43,Mental Health Disorders,11,296180012,"[X]Recurrent depressive disorder, current episode mild",no
Depression,43,Mental Health Disorders,11,425411000006110,[X]SAD - Seasonal affective disorder,no
Depression,43,Mental Health Disorders,11,425751000006115,[X]Seasonal depressive disorder,no
Depression,43,Mental Health Disorders,11,424651000006114,[X]Recurrent episodes of reactive depression,no
Depression,43,Mental Health Disorders,11,424641000006112,[X]Recurrent episodes of psychogenic depression,no
Depression,43,Mental Health Disorders,11,425691000006119,"[X]Schizophreniform psychosis, depressive type",no
Depression,43,Mental Health Disorders,11,182801000006114,"Recurrent major depressive episodes,partial/unspec remission",no
Depression,43,Mental Health Disorders,11,294840015,"Recurrent major depressive episodes, severe, with psychosis",no
Depression,43,Mental Health Disorders,11,423041000006119,[X]Post-schizophrenic depression,no
Depression,43,Mental Health Disorders,11,408581000000113,Depression monitoring verbal invite,no
Depression,43,Mental Health Disorders,11,408601000000116,Depression monitoring telephone invite,no
Depression,43,Mental Health Disorders,11,226411000000110,Depression - enhanced services administration,no
Depression,43,Mental Health Disorders,11,226581000000119,Depression - enhanced service completed,no
Depression,43,Mental Health Disorders,11,1680571000006118,On full dose long term treatment depression - enh serv admin,no
Depression,43,Mental Health Disorders,11,294642013,Presenile dementia with depression,no
Depression,43,Mental Health Disorders,11,294646011,Senile dementia with depression,no
Depression,43,Mental Health Disorders,11,294655014,Arteriosclerotic dementia with depression,no
Depression,43,Mental Health Disorders,11,613791000006115,Depressive psychoses,no
Depression,43,Mental Health Disorders,11,401766011,Single major depressive episode,no
Depression,43,Mental Health Disorders,11,474171000006112,Agitated depression,no
Depression,43,Mental Health Disorders,11,642461000006116,Endogenous depression first episode,no
Depression,43,Mental Health Disorders,11,346972018,Endogenous depression first episode,no
Depression,43,Mental Health Disorders,11,408561000000116,Depression monitoring third letter,no
Depression,43,Mental Health Disorders,11,441826016,Endogenous depression,no
Depression,43,Mental Health Disorders,11,294825017,"Single major depressive episode, mild",no
Depression,43,Mental Health Disorders,11,294826016,"Single major depressive episode, moderate",no
Depression,43,Mental Health Disorders,11,142541000006115,"Single major depressive episode, severe, without psychosis",no
Depression,43,Mental Health Disorders,11,294828015,"Single major depressive episode, severe, with psychosis",no
Depression,43,Mental Health Disorders,11,142521000006110,"Single major depressive episode, partial or unspec remission",no
Depression,43,Mental Health Disorders,11,294831019,"Single major depressive episode, in full remission",no
Depression,43,Mental Health Disorders,11,294832014,Single major depressive episode NOS,no
Depression,43,Mental Health Disorders,11,182721000006111,Recurrent major depressive episode,no
Depression,43,Mental Health Disorders,11,410861011,Endogenous depression - recurrent,no
Depression,43,Mental Health Disorders,11,294836012,"Recurrent major depressive episodes, unspecified",no
Depression,43,Mental Health Disorders,11,294837015,"Recurrent major depressive episodes, mild",no
Depression,43,Mental Health Disorders,11,294838013,"Recurrent major depressive episodes, moderate",no
Depression,43,Mental Health Disorders,11,182771000006112,"Recurrent major depressive episodes, severe, no psychosis",no
Depression,43,Mental Health Disorders,11,294824018,"Single major depressive episode, unspecified",no
Depression,43,Mental Health Disorders,11,408541000000117,Depression monitoring second letter,no
Depression,43,Mental Health Disorders,11,408521000000112,Depression monitoring first letter,no
Depression,43,Mental Health Disorders,11,406881000000111,Depression monitoring administration,no
Depression,43,Mental Health Disorders,11,295537016,Chronic depression,no
Depression,43,Mental Health Disorders,11,295535012,Depressive disorder NEC,no
Depression,43,Mental Health Disorders,11,202561000006114,Prolonged depressive reaction,no
Depression,43,Mental Health Disorders,11,488211000006112,Anxiety with depression,no
Depression,43,Mental Health Disorders,11,138421012,Agitated depression,no
Depression,43,Mental Health Disorders,11,294918011,Psychotic reactive depression,no
Depression,43,Mental Health Disorders,11,294917018,Reactive depressive psychosis,no
Depression,43,Mental Health Disorders,11,346973011,Masked depression,no
Depression,43,Mental Health Disorders,11,294894013,Atypical depressive disorder,no
Depression,43,Mental Health Disorders,11,369982012,Seasonal affective disorder,no
Depression,43,Mental Health Disorders,11,294845013,Recurrent major depressive episode NOS,no
Depression,43,Mental Health Disorders,11,294844012,Recurrent depression,no
Depression,43,Mental Health Disorders,11,294843018,"Recurrent major depressive episodes, in full remission",no
Depression,43,Mental Health Disorders,11,11914901000006114,[x]depressive personality disorder,no
Depression,43,Mental Health Disorders,11,11918531000006118,[x]mild depressive episode,no
Depression,43,Mental Health Disorders,11,11918561000006110,[x]moderate depressive episode,no
Depression,43,Mental Health Disorders,11,11921141000006115,[x]recurrent severe episodes/reactive depressive psychosis,no
Depression,43,Mental Health Disorders,11,11921301000006119,[x]severe depressive episode without psychotic symptoms,no
Depression,43,Mental Health Disorders,11,12727931000006110,depressive disorder nec,no
Depression,43,Mental Health Disorders,11,12451451000006110,"single major depressive episode, in full remission",no
Depression,43,Mental Health Disorders,11,12451461000006112,"single major depressive episode, moderate",no
Depression,43,Mental Health Disorders,11,294621000000118,Depression resolved,no
Depression,43,Mental Health Disorders,11,1773563015,Depression management programme,no
Depression,43,Mental Health Disorders,11,2533375017,Patient given advice about management of depression,no
Depression,43,Mental Health Disorders,11,300711000000119,Referral for guided self-help for depression,no
Depression,43,Mental Health Disorders,11,2534096013,Depression annual review,no
Depression,43,Mental Health Disorders,11,2534092010,Depression medication review,no
Depression,43,Mental Health Disorders,11,2534091015,Depression interim review,no
Depression,43,Mental Health Disorders,11,2474715017,On depression register,no
Depression,43,Mental Health Disorders,11,425501000006113,"[X]Schizoaffective disorder, depressive type",no
Depression,43,Mental Health Disorders,11,425561000006114,"[X]Schizoaffective psychosis, depressive type",no
Depression,43,Mental Health Disorders,11,1715191000006112,"[X]Major depression, severe with psychotic symptoms",no
Dermatitis,44,Skin conditions,15,92436015,Prurigo simplex,no
Dermatitis,44,Skin conditions,15,622951000006114,Discoid eczema,no
Dermatitis,44,Skin conditions,15,676461000006118,Neurodermatitis - atopic,no
Dermatitis,44,Skin conditions,15,357584012,Brocq's neurodermatitis,no
Dermatitis,44,Skin conditions,15,357583018,Neurodermatitis - diffuse,no
Dermatitis,44,Skin conditions,15,308489010,Besnier's prurigo,no
Dermatitis,44,Skin conditions,15,477121000006119,Allergic (intrinsic) eczema,no
Dermatitis,44,Skin conditions,15,94953018,Flexural eczema,no
Dermatitis,44,Skin conditions,15,150503015,Infantile eczema,no
Dermatitis,44,Skin conditions,15,497341000006116,Atopic dermatitis/eczema,no
Dermatitis,44,Skin conditions,15,308485016,Atopic dermatitis and related conditions,no
Dermatitis,44,Skin conditions,15,585903012,Asteatotic eczema,no
Dermatitis,44,Skin conditions,15,308483011,Pityriasis simplex,no
Dermatitis,44,Skin conditions,15,492621013,Infectious eczematoid dermatitis,no
Dermatitis,44,Skin conditions,15,614361000006113,Dermatitis/dermatoses,no
Dermatitis,44,Skin conditions,15,740221000006117,Infected dermatitis,no
Dermatitis,44,Skin conditions,15,195021000006118,Pustular eczema,no
Dermatitis,44,Skin conditions,15,512310013,Eczema of external ear,no
Dermatitis,44,Skin conditions,15,1788053014,Acute eczematoid otitis extern,no
Dermatitis,44,Skin conditions,15,298564016,Other eyelid infective dermatitis,no
Dermatitis,44,Skin conditions,15,779631000006110,Infective eyelid dermatitis of types resulting in deformity,no
Dermatitis,44,Skin conditions,15,219361000000115,Contact eczema - eyelids,no
Dermatitis,44,Skin conditions,15,223901000000111,Allergic dermatitis - eyelid,no
Dermatitis,44,Skin conditions,15,192189011,Pustular eczema,no
Dermatitis,44,Skin conditions,15,399476014,Contact or allergic eyelid dermatitis,no
Dermatitis,44,Skin conditions,15,308497015,Atopic dermatitis NOS,no
Dermatitis,44,Skin conditions,15,63652013,Contact dermatitis,no
Dermatitis,44,Skin conditions,15,308526016,Contact dermatitis due to medicament NOS,no
Dermatitis,44,Skin conditions,15,591151000006116,Contact dermatitis due to scabicides,no
Dermatitis,44,Skin conditions,15,591021000006112,Contact dermatitis due to phenols,no
Dermatitis,44,Skin conditions,15,591011000006116,Contact dermatitis due to pediculocides,no
Dermatitis,44,Skin conditions,15,54060018,Contact dermatitis due to neomycin,no
Dermatitis,44,Skin conditions,15,590931000006119,Contact dermatitis due to mercurials,no
Dermatitis,44,Skin conditions,15,308519016,Contact dermatitis due to keratolytics,no
Dermatitis,44,Skin conditions,15,137914019,Contact dermatitis due to iodine,no
Dermatitis,44,Skin conditions,15,590781000006115,Contact dermatitis due to fungicides,no
Dermatitis,44,Skin conditions,15,67908018,Contact dermatitis due to arnica,no
Dermatitis,44,Skin conditions,15,399912014,Contact dermatitis and other eczemas,no
Dermatitis,44,Skin conditions,15,590701000006112,Contact dermatitis due to drugs and medicaments,no
Dermatitis,44,Skin conditions,15,308512013,Contact dermatitis due to glycol,no
Dermatitis,44,Skin conditions,15,308510017,Contact dermatitis due to cyclohexane,no
Dermatitis,44,Skin conditions,15,308509010,Contact dermatitis due to chlorocompound,no
Dermatitis,44,Skin conditions,15,38664014,Contact dermatitis due to solvents,no
Dermatitis,44,Skin conditions,15,357559014,Oil contact dermatitis,no
Dermatitis,44,Skin conditions,15,357558018,Grease contact dermatitis,no
Dermatitis,44,Skin conditions,15,399913016,Contact dermatitis due to oils and greases,no
Dermatitis,44,Skin conditions,15,50967012,Contact dermatitis due to detergents,no
Dermatitis,44,Skin conditions,15,1781705012,Occupational dermatitis,no
Dermatitis,44,Skin conditions,15,1494721011,Contact eczema,no
Dermatitis,44,Skin conditions,15,308515010,Contact dermatitis due to solvent NOS,no
Dermatitis,44,Skin conditions,15,308527013,Contact dermatitis due to other chemical products,no
Dermatitis,44,Skin conditions,15,636491000006112,Eczematous eyelid dermatitis,no
